ID Projet,Nom du projet,Description,Année,Secteur,Pays,Taux Change Moyen (USD/EUR),Budget Initial (k€),Budget Final (k€),Écart Budget (%),Pénalités Historiques,Taux Imposition (%),Complexité Technique (1-5),Frais Imprévus (k€),Mode de Paiement,Qualité des Exigences (1-5),Durée Estimée (mois),Retard Moyen Historique (%),Date de Début,Date de Fin Initiale,Date de Fin Prévue,Écart de Délais (jours),risque_delais,risque_financement,risque_penalites,risque_fiscalite,risque_technique,risque_frais,moyenne_risques
IT-099,Réseau Digital Malawi,"Déploiement d'une infrastructure technologique nationale au Malawi visant à connecter les zones rurales et urbaines via un réseau de télécommunications moderne. Le projet comprend l'installation de tours de transmission, de centres de données, et la mise en place d'un backbone numérique national. Cette initiative inclut également le développement d'applications cloud pour les services gouvernementaux et la formation de techniciens locaux pour assurer la maintenance à long terme du réseau.",2024.0,Technologie,Malawi,0.91,71389.5,55683.81,22.0,1.0,23.0,4.0,3412.5,Trimestriel,3.0,30.4,8.0,15/03/2024,14/09/2026,23/11/2026,70.0,15,18,2,5,12,10.0,10.33
IT-100,SECURINSTITUT - Système de Sécurisation des Établissements Éducatifs du Gabon,"Ce projet vise à développer et déployer une infrastructure de sécurité intégrée pour les établissements scolaires et universitaires du Gabon. Il comprend l'implémentation de systèmes de contrôle d'accès biométriques, la mise en place d'un réseau de surveillance par caméras connectées, le déploiement d'une plateforme centralisée de gestion des incidents, et la formation du personnel éducatif aux protocoles de sécurité. L'objectif est de créer un environnement d'apprentissage sûr et sécurisé, tout en permettant aux autorités éducatives de surveiller et gérer les incidents en temps réel à travers le pays.",2023.0,Éducation,Gabon,0.91,71093.75,55453.12,22.0,1.0,35.0,4.0,3412.5,Trimestriel,4.0,18.3,8.0,15/03/2023,14/09/2024,20/12/2024,97.0,15,10,5,0,10,5.0,7.5
IT-101,OptiEdu Madagascar,"Le projet OptiEdu Madagascar vise à optimiser le système éducatif malgache à travers la mise en place d'une plateforme numérique intégrée. Cette solution permettra de centraliser la gestion des établissements scolaires, d'améliorer le suivi des élèves et des enseignants, et de faciliter l'accès aux ressources pédagogiques dans les zones rurales. Le projet inclut le développement d'applications adaptées au contexte local, fonctionnant avec une connectivité limitée, ainsi que la formation des acteurs éducatifs à l'utilisation des outils numériques pour améliorer l'efficacité de l'enseignement.",2023.0,Éducation,Madagascar,0.91,71093.75,55453.12,22.0,4.0,29.0,4.0,4095.0,Trimestriel,3.0,30.5,8.0,15/03/2023,14/09/2025,15/12/2025,92.0,15,10,5,2,12,8.0,8.67
IT-102,DataInsight Maroc,"Mise en place d'une plateforme d'analyse de données avancée pour le secteur technologique marocain, visant à centraliser et analyser les données des entreprises tech du pays. Le projet comprend le développement d'un système de business intelligence, l'intégration de sources de données hétérogènes, et la création de tableaux de bord analytiques permettant aux décideurs d'obtenir des insights stratégiques sur le marché technologique marocain. La solution inclut également des capacités prédictives basées sur l'intelligence artificielle pour anticiper les tendances du secteur.",2023.0,Technologie,Maroc,0.91,71093.75,55453.12,22.0,10.0,23.0,4.0,3412.5,Trimestriel,4.0,18.3,8.0,15/04/2023,14/10/2024,30/12/2024,77.0,15,12,5,2,10,8.0,8.67
IT-103,Programme de Maintenance des Infrastructures Routières de Mauritanie,"Ce projet vise à établir un système de maintenance préventive et corrective pour les infrastructures routières critiques en Mauritanie. Il comprend le développement d'une plateforme SIG intégrée pour la surveillance de l'état des routes, l'optimisation des interventions de maintenance, et la formation des équipes locales. Le projet inclut également la mise en place d'un système d'alerte précoce pour identifier les dégradations routières et prioriser les interventions selon leur urgence et impact économique.",2023.0,Infrastructure,Mauritanie,0.91,71093.75,55453.12,22.0,7.0,31.0,4.0,3185.0,Trimestriel,3.0,30.5,8.0,15/03/2023,14/09/2025,30/12/2025,107.0,15,18,10,5,12,10.0,11.67
IT-104,SEDA - Système d'Évaluation des Données Académiques,"Développement d'un système d'analyse de données éducatives pour la République centrafricaine visant à améliorer la prise de décision dans le secteur de l'éducation. Ce projet comprend la mise en place d'une plateforme analytique permettant de collecter, traiter et visualiser les données relatives aux performances scolaires, à l'assiduité des élèves et aux ressources pédagogiques disponibles dans les établissements du pays. L'objectif est de fournir aux décideurs des indicateurs fiables pour orienter les politiques éducatives et optimiser l'allocation des ressources dans un contexte post-conflit.",2023.0,Éducation,République centrafricaine,0.91,79625.0,62107.5,22.0,0.0,27.0,4.0,3867.5,Trimestriel,3.0,18.3,8.0,15/03/2023,14/09/2024,30/11/2024,77.0,15,18,0,5,12,10.0,10.0
IT-105,NigeriaTechConnect,"Déploiement d'une infrastructure technologique nationale pour connecter les zones rurales et urbaines du Nigeria au réseau haut débit. Ce projet vise à réduire la fracture numérique en installant des points d'accès WiFi, des centres technologiques communautaires et un réseau backbone fibre optique dans les 36 états du pays. Il comprend également la formation de techniciens locaux et le développement d'une plateforme cloud pour héberger des services gouvernementaux et éducatifs accessibles à tous les citoyens.",2023.0,Technologie,Nigeria,0.91,79625.0,62107.5,22.0,5.0,31.0,4.0,3412.5,Trimestriel,3.0,30.5,8.0,15/03/2023,14/09/2025,30/12/2025,107.0,15,20,10,5,15,10.0,12.5
IT-106,Déploiement du Système Intégré de Planification Urbaine du Rwanda,"Ce projet vise à déployer une plateforme numérique complète pour la gestion et la planification urbaine au Rwanda, intégrant des technologies SIG avancées pour soutenir le développement urbain durable. La solution permettra aux autorités locales et nationales d'optimiser l'utilisation des terres, de planifier les infrastructures et de gérer efficacement l'expansion urbaine rapide de Kigali et des villes secondaires. Le système inclura des modules de cartographie interactive, d'analyse démographique, de modélisation 3D des bâtiments et d'aide à la décision pour les permis de construire.",2024.0,Urbanisme,Rwanda,0.91,62562.5,48798.75,22.0,5.0,22.0,4.0,2593.5,Trimestriel,4.0,18.3,8.0,15/03/2024,14/09/2025,15/12/2025,92.0,15,20,5,0,10,10.0,10.0
IT-107,ZimAgriTech Deployment Initiative,"Déploiement d'une plateforme numérique intégrée pour la modernisation des pratiques agricoles au Zimbabwe. Le projet vise à implémenter un système de gestion des cultures assisté par satellite, des applications mobiles pour les agriculteurs, et des infrastructures IoT pour le suivi des conditions météorologiques et l'irrigation intelligente. Cette initiative permettra d'optimiser la production agricole dans les régions rurales du Zimbabwe en fournissant des données en temps réel, des conseils agronomiques personnalisés et des alertes précoces face aux risques climatiques.",2024.0,Agriculture,Zimbabwe,0.91,79625.0,60913.12,23.5,8.0,22.0,4.0,3412.5,Trimestriel,3.0,18.3,8.0,15/03/2024,14/09/2025,30/11/2025,77.0,15,20,10,5,12,18.0,13.33
IT-108,AgroDeploy Congo,"Déploiement d'une plateforme numérique intégrée pour la modernisation de l'agriculture au Congo, comprenant un système de cartographie des zones agricoles, un suivi des cultures par satellite, et des outils de gestion pour les coopératives agricoles. Le projet vise à améliorer la productivité agricole par l'utilisation des technologies numériques, en fournissant aux agriculteurs locaux des données précises sur les conditions météorologiques, la qualité des sols et les meilleures pratiques agricoles adaptées à leur région. La plateforme inclut également des fonctionnalités de traçabilité des produits et de mise en relation avec les marchés internationaux.",2024.0,Agriculture,Congo,0.91,79625.0,62107.5,22.0,3.0,24.0,4.0,3958.5,Trimestriel,4.0,18.3,8.0,15/03/2024,14/09/2025,30/11/2025,77.0,15,20,5,0,10,10.0,10.0
IT-109,SudanTech Connect: Déploiement d'Infrastructure Numérique Nationale,"Le projet vise à déployer une infrastructure technologique nationale au Soudan pour améliorer la connectivité numérique et l'accès aux services en ligne dans les régions rurales et urbaines. Il comprend l'installation de centres de données, le déploiement de réseaux à large bande, la mise en place de plateformes gouvernementales numériques, et la formation de personnel technique local. Ce projet stratégique contribuera à réduire la fracture numérique et à stimuler le développement économique par l'adoption des technologies digitales.",2024.0,Technologie,Soudan,0.91,142187.5,110906.25,22.0,4.0,34.0,4.0,6825.0,Trimestriel,3.0,30.4,8.0,15/03/2024,14/09/2026,30/11/2026,77.0,15,10,5,2,12,8.0,8.67
IT-110,ÉduConnect Guinée,"Déploiement d'une infrastructure numérique éducative nationale en Guinée, comprenant l'installation de plateformes d'apprentissage en ligne, la formation des enseignants aux outils numériques, et la mise en place d'un réseau interconnecté entre les établissements scolaires des zones urbaines et rurales. Le projet vise à réduire la fracture numérique éducative et à améliorer l'accès à l'éducation de qualité pour tous les élèves guinéens.",2023.0,Éducation,Guinée,0.91,38675.0,30166.5,22.0,8.0,22.0,4.0,1683.5,Trimestriel,3.0,30.5,8.0,15/03/2023,14/09/2025,20/12/2025,97.0,15,18,10,2,12,10.0,11.17
IT-111,SECFIN-Madagascar,"Projet de modernisation et de sécurisation des systèmes d'information financiers à Madagascar visant à renforcer la protection des données bancaires et des transactions électroniques. L'initiative comprend la mise en place d'une infrastructure de cybersécurité robuste pour les institutions financières, le développement d'un système central d'authentification biométrique, et l'implémentation d'une plateforme de détection des fraudes en temps réel conforme aux normes internationales PCI-DSS et ISO 27001.",2024.0,Finance,Madagascar,0.91,59036.25,46048.28,22.0,4.0,21.0,4.0,2952.95,Trimestriel,4.0,18.3,8.0,15/03/2024,14/09/2025,30/11/2025,77.0,15,18,5,2,12,10.0,10.33
IT-112,AgroAnalytics Ouganda,"Ce projet vise à développer une plateforme d'analyse de données agricoles pour l'Ouganda, permettant aux agriculteurs et aux décideurs politiques d'accéder à des informations précises sur les conditions des sols, les prévisions météorologiques, les tendances des marchés et les rendements des cultures. La solution intégrera des technologies de Big Data et d'intelligence artificielle pour analyser les données collectées via des capteurs IoT, des images satellites et des enquêtes sur le terrain, afin d'optimiser la production agricole, de renforcer la sécurité alimentaire et d'améliorer les revenus des petits exploitants agricoles ougandais.",2024.0,Agriculture,Ouganda,0.91,170625.0,133087.5,22.0,9.0,23.0,4.0,6825.0,Trimestriel,4.0,18.3,8.0,15/03/2024,14/09/2025,30/11/2025,77.0,15,12,10,5,10,8.0,10.0
IT-113,AGRISEC-Angola,"Implémentation d'un système intégré de sécurisation des données agricoles en Angola pour protéger les informations sensibles concernant les exploitations agricoles, les chaînes d'approvisionnement et les données de production. Le projet vise à renforcer la résilience du secteur agricole face aux cybermenaces et à garantir la souveraineté des données agricoles nationales à travers une plateforme sécurisée de gestion des informations agronomiques, incluant un système d'alerte précoce pour les risques environnementaux et économiques.",2024.0,Agriculture,Angola,0.91,170625.0,133087.5,22.0,4.0,21.0,4.0,8645.0,Trimestriel,4.0,30.4,8.0,15/03/2024,14/09/2026,30/11/2026,77.0,15,10,5,2,12,8.0,8.67
IT-114,OPTI-EDUC Togo,"Le projet OPTI-EDUC Togo vise à optimiser le système éducatif togolais par la mise en place d'une plateforme numérique intégrée qui connecte les établissements scolaires, les enseignants, les élèves et le ministère de l'Éducation. Cette solution permettra une gestion efficace des ressources pédagogiques, un suivi en temps réel des performances des élèves, et une allocation optimisée des ressources humaines et matérielles dans les zones prioritaires. Le projet inclut également le développement d'outils d'aide à la décision basés sur l'analyse de données pour améliorer la planification stratégique éducative nationale.",2023.0,Éducation,Togo,0.91,56875.0,44362.5,22.0,7.0,35.0,4.0,3185.0,Trimestriel,4.0,30.5,8.0,15/03/2023,14/09/2025,20/12/2025,97.0,15,20,10,5,15,10.0,12.5
IT-115,AGRI-TECH Maintenance Djiboutienne,"Ce projet vise à mettre en place un système de maintenance préventive et corrective pour les infrastructures agricoles à Djibouti, en intégrant des technologies IoT pour surveiller l'état des équipements d'irrigation et des installations de stockage. L'objectif est d'améliorer la durabilité des systèmes agricoles dans un environnement aride, de réduire les temps d'arrêt des équipements critiques et d'optimiser l'utilisation des ressources en eau. Le système comprendra une plateforme de gestion centralisée permettant aux techniciens de planifier les interventions et de suivre l'historique de maintenance.",2023.0,Agriculture,Djibouti,0.91,77918.75,60776.62,22.0,0.0,32.0,4.0,1137.5,Trimestriel,3.0,24.3,8.0,15/04/2023,14/04/2025,30/06/2025,77.0,15,15,0,5,10,5.0,8.33
IT-116,OPTIVILLE Niger - Plateforme d'Optimisation Urbaine,"Ce projet vise à développer une plateforme SIG intégrée pour l'optimisation de la planification urbaine à Niamey et dans les centres urbains secondaires du Niger. La solution permettra aux autorités locales d'améliorer la gestion des infrastructures urbaines, d'optimiser l'utilisation des ressources limitées et de faciliter la prise de décision basée sur des données géospatiales. Le système intégrera des outils d'analyse prédictive pour anticiper la croissance urbaine, gérer les zones à risque d'inondation et optimiser les réseaux de transport et d'assainissement dans un contexte de ressources limitées et de contraintes climatiques sévères.",2024.0,Urbanisme,Niger,0.91,426562.5,332718.75,22.0,10.0,34.0,4.0,11375.0,Trimestriel,3.0,18.3,8.0,15/03/2024,14/09/2025,30/11/2025,77.0,15,20,10,5,15,10.0,12.5
IT-117,AGROMAP Malawi,"Ce projet vise à développer une plateforme numérique intégrée pour la cartographie et le suivi des ressources agricoles au Malawi. L'objectif est de renforcer la sécurité alimentaire et la résilience des petits exploitants face au changement climatique grâce à un système d'information géographique permettant l'analyse des sols, la prévision des rendements et l'optimisation des pratiques agricoles. La plateforme inclura des applications mobiles pour les agriculteurs et les agents de vulgarisation, ainsi qu'un portail web pour les décideurs politiques.",2024.0,Agriculture,Malawi,0.91,71093.75,55453.12,22.0,2.0,25.0,4.0,3594.5,Trimestriel,4.0,30.4,8.0,15/03/2024,14/09/2026,14/12/2026,91.0,15,18,5,2,12,10.0,10.33
IT-118,COMTECH-Maintenance,"Ce projet vise à moderniser et maintenir l'infrastructure technologique des administrations publiques aux Comores. Il comprend la mise à niveau des systèmes informatiques existants, l'implémentation d'un système de maintenance préventive, et la formation du personnel local pour assurer la durabilité des solutions déployées. Le projet inclut également le développement d'une plateforme centralisée de gestion des incidents et de suivi des interventions techniques adaptée au contexte insulaire comorien.",2023.0,Technologie,Comores,0.91,170625.0,133087.5,22.0,0.0,22.0,4.0,8645.0,Trimestriel,3.0,24.3,8.0,15/03/2023,14/03/2025,30/06/2025,108.0,15,10,0,5,12,10.0,8.67
IT-119,CongoTech Deployment Initiative,"Le projet vise à déployer une infrastructure technologique nationale au Congo pour améliorer la connectivité numérique et l'accès aux services digitaux dans les zones urbaines et rurales. Cette initiative comprend l'installation de centres de données, la mise en place d'un réseau de télécommunications résilient, et le déploiement de plateformes cloud gouvernementales. Le projet intègre également des solutions de cybersécurité avancées et des formations pour renforcer les capacités locales en matière de gestion des infrastructures IT.",2023.0,Technologie,Congo,0.91,71093.75,55453.12,22.0,7.0,33.0,4.0,3185.0,Trimestriel,3.0,30.5,8.0,15/03/2023,14/09/2025,30/11/2025,77.0,15,10,10,5,15,10.0,10.83
IT-120,FINMAINT-Ouganda,"Ce projet vise à moderniser et maintenir l'infrastructure informatique du système bancaire national ougandais, en mettant l'accent sur la sécurité des transactions financières et la conformité réglementaire. Il comprend la maintenance préventive et corrective des systèmes de paiement électronique, la mise à jour des protocoles de sécurité, et l'optimisation des performances des applications bancaires critiques dans un contexte d'expansion des services financiers mobiles en Ouganda.",2023.0,Finance,Ouganda,0.91,68818.75,53815.12,21.8,5.0,20.0,4.0,3412.5,Trimestriel,3.0,24.3,8.0,15/03/2023,14/03/2025,30/06/2025,108.0,15,10,5,2,12,8.0,8.67
IT-121,OptimUrb Banjul,"Développement d'une plateforme intégrée pour l'optimisation de la planification urbaine à Banjul et dans les principales zones urbaines de Gambie. Ce système combinera des données géospatiales, démographiques et d'infrastructure pour faciliter la prise de décision dans l'aménagement du territoire, la gestion des ressources et la planification des services publics. Le projet vise à améliorer l'efficacité des processus d'urbanisation, réduire les coûts de développement urbain et promouvoir une croissance urbaine durable adaptée aux spécificités locales gambiennes.",2024.0,Urbanisme,Gambie,0.91,71093.75,55453.12,22.0,1.0,24.0,4.0,3185.0,Trimestriel,4.0,30.4,8.0,15/03/2024,14/09/2026,30/11/2026,77.0,15,10,5,0,15,5.0,8.33
IT-122,Déploiement du Système Intégré de Gestion Urbaine d'Accra,"Ce projet vise à déployer une infrastructure informatique complète pour la planification et la gestion urbaine dans la capitale ghanéenne. Il comprend la mise en place d'un système d'information géographique (SIG) intégré pour cartographier les zones urbaines, optimiser l'utilisation des terres, et faciliter la planification des infrastructures. La solution permettra aux autorités locales d'Accra de gérer efficacement l'expansion urbaine rapide, d'améliorer les services municipaux et de renforcer la résilience face aux défis environnementaux. Le système intègrera des fonctionnalités de suivi en temps réel du développement urbain, d'analyse des tendances démographiques et d'aide à la décision pour les projets d'infrastructure.",2023.0,Urbanisme,Ghana,0.91,71093.75,55453.12,22.0,1.0,28.0,4.0,3185.0,Trimestriel,3.0,15.2,12.0,15/03/2023,14/06/2024,30/09/2024,108.0,15,10,2,5,12,8.0,8.67
IT-123,Optimisation des Infrastructures Numériques du Maroc,"Ce projet vise à moderniser et optimiser les infrastructures informatiques gouvernementales au Maroc en centralisant les ressources cloud, en améliorant l'efficacité énergétique des centres de données, et en implémentant des solutions de surveillance intelligentes. L'objectif est de réduire les coûts opérationnels de 30% tout en augmentant la capacité de traitement de 50% pour soutenir la stratégie nationale de transformation numérique. Le projet inclut également le déploiement d'une plateforme d'administration centralisée et la formation du personnel technique local.",2023.0,Infrastructure,Maroc,0.91,79625.0,62107.5,22.0,6.0,23.0,4.0,3412.5,Trimestriel,4.0,30.5,8.0,15/03/2023,14/09/2025,30/11/2025,77.0,15,18,10,2,12,10.0,11.17
IT-124,Système d'Analyse des Infrastructures Critiques de Madagascar,"Ce projet vise à développer une plateforme d'analyse complète des infrastructures critiques de Madagascar, incluant les réseaux routiers, les installations électriques, les infrastructures hydrauliques et les télécommunications. L'objectif est de créer un système d'information géographique permettant d'évaluer l'état actuel des infrastructures, d'identifier les vulnérabilités, et de prioriser les investissements futurs. La plateforme intégrera des données satellitaires, des relevés de terrain et des analyses prédictives pour soutenir la prise de décision des autorités malgaches.",2024.0,Infrastructure,Madagascar,0.91,79625.0,62107.5,22.0,2.0,29.0,4.0,4095.0,Trimestriel,3.0,18.2,8.0,15/09/2024,14/03/2026,30/06/2026,108.0,15,18,5,2,12,10.0,10.33
IT-125,Sécurisation des Infrastructures Numériques Éducatives du Congo (SINEC),"Ce projet vise à renforcer la sécurité des systèmes d'information et infrastructures numériques dans le secteur éducatif du Congo, face à la recrudescence des cyberattaques ciblant les données sensibles des élèves et du personnel enseignant. SINEC comprend l'implémentation d'un système centralisé de protection des données, la mise en place d'une architecture de sécurité robuste pour les établissements scolaires connectés, et le développement d'une plateforme de formation aux bonnes pratiques cybersécuritaires adaptée au contexte éducatif congolais. Le projet inclut également l'audit des infrastructures existantes et la création d'un centre de supervision de sécurité pour le ministère de l'Éducation.",2023.0,Éducation,Congo,0.91,170625.0,133087.5,22.0,4.0,34.0,4.0,8645.0,Trimestriel,3.0,18.3,8.0,15/03/2023,14/09/2024,14/12/2024,91.0,15,10,5,2,12,10.0,9.0
IT-126,Système de Sécurisation des Infrastructures Urbaines d'Alger,"Ce projet vise à développer et déployer une plateforme intégrée de surveillance et de gestion de la sécurité urbaine pour la ville d'Alger. L'objectif est de renforcer la sécurité des infrastructures critiques et des zones urbaines sensibles à travers un système de monitoring en temps réel, incluant la vidéosurveillance intelligente, la détection d'incidents, et la cartographie des risques urbains. La solution comprendra également un module de gestion des interventions d'urgence et un tableau de bord analytique pour les autorités locales.",2023.0,Urbanisme,Algerie,0.91,71093.75,55453.12,22.0,9.0,33.0,4.0,3185.0,Trimestriel,4.0,27.4,8.0,15/03/2023,14/06/2025,30/09/2025,108.0,15,12,10,5,10,8.0,10.0
IT-127,Système National d'Analyse de Données Technologiques pour la Libye,"Développement d'une plateforme nationale d'analyse de données technologiques pour le gouvernement libyen, visant à centraliser et analyser les informations des infrastructures numériques du pays. Ce système permettra d'évaluer l'état actuel des infrastructures technologiques, d'identifier les zones nécessitant des améliorations, et d'optimiser les investissements technologiques futurs. La plateforme inclura des tableaux de bord analytiques, des outils de visualisation de données, et des fonctionnalités d'intelligence artificielle pour prédire les tendances et besoins technologiques dans un contexte de reconstruction nationale.",2024.0,Technologie,Libye,0.91,38390.62,29944.69,22.0,6.0,29.0,4.0,1137.5,Trimestriel,3.0,18.3,8.0,15/03/2024,14/09/2025,14/12/2025,91.0,15,12,10,2,10,5.0,9.0
IT-128,SecurEd Kenya: Plateforme de Sécurité Numérique pour l'Éducation,"Ce projet vise à développer et déployer une infrastructure de cybersécurité complète pour les établissements éducatifs kenyans, incluant une plateforme centralisée de gestion des identités, un système de protection des données des élèves, et des outils de détection d'intrusion adaptés au secteur éducatif. Le projet comprend également un volet formation pour renforcer les compétences des administrateurs IT des écoles et universités, ainsi que la mise en place d'un centre d'opérations de sécurité (SOC) dédié au secteur éducatif kenyan.",2023.0,Éducation,Kenya,0.91,71093.75,55453.12,22.0,5.0,25.0,4.0,3412.5,Trimestriel,4.0,18.3,8.0,15/03/2023,14/09/2024,22/12/2024,99.0,15,18,10,2,12,15.0,12.0
IT-129,Initiative de Développement Numérique Gambien,"Ce projet vise à établir une infrastructure technologique robuste en Gambie pour soutenir le développement économique et social du pays. L'initiative comprend la mise en place d'un réseau de centres d'innovation numérique dans les principales villes, le déploiement d'une plateforme d'e-gouvernement, et un programme de formation en compétences numériques pour les jeunes. Le projet intègre également des solutions cloud adaptées aux besoins locaux et des applications mobiles pour améliorer l'accès aux services essentiels dans les zones rurales.",2023.0,Technologie,Gambie,0.91,71093.75,55453.12,22.0,1.0,24.0,4.0,3185.0,Trimestriel,3.0,30.5,8.0,15/03/2023,14/09/2025,20/12/2025,97.0,15,18,2,5,12,10.0,10.33
IT-130,ANGTECH - Système de Maintenance Technologique Intégrée,"Ce projet vise à moderniser et optimiser les systèmes de maintenance technologique en Angola à travers la mise en place d'une plateforme centralisée pour la gestion préventive et corrective des infrastructures IT gouvernementales. La solution intègre des modules de surveillance en temps réel, de diagnostic automatisé et de planification des interventions pour réduire les temps d'arrêt et prolonger la durée de vie des équipements technologiques dans un contexte de ressources limitées et de défis d'infrastructure propres à l'Angola.",2023.0,Technologie,Angola,0.91,142187.5,110906.25,22.0,8.0,26.0,4.0,7143.5,Trimestriel,3.0,18.3,8.0,15/03/2023,14/09/2024,30/11/2024,77.0,15,10,10,5,12,8.0,10.0
IT-131,OPTINFRA Mali,"Ce projet vise à optimiser les infrastructures de télécommunications et de réseau du Mali à travers une approche intégrée combinant audit, modernisation et déploiement de solutions innovantes. L'objectif est d'améliorer la connectivité nationale, réduire les coûts opérationnels et accroître la résilience des infrastructures critiques. Le projet comprend l'analyse des installations existantes, l'implémentation de technologies économes en énergie, et le développement d'un système de surveillance en temps réel pour la gestion proactive des infrastructures.",2023.0,Infrastructure,Mali,0.91,71093.75,55453.12,22.0,1.0,24.0,4.0,2138.5,Trimestriel,3.0,18.3,12.0,15/05/2023,14/11/2024,28/02/2025,106.0,15,10,2,5,12,8.0,8.67
IT-132,OptimTech Mali,"Ce projet vise à optimiser l'infrastructure technologique et les services numériques au Mali à travers la mise en place d'une plateforme intégrée de gestion des ressources IT. L'objectif est d'améliorer l'efficience des systèmes d'information gouvernementaux, de réduire les coûts opérationnels et d'augmenter l'accessibilité des services numériques pour les citoyens, particulièrement dans les zones rurales. Le projet comprend l'implémentation de solutions cloud adaptées au contexte local, l'optimisation des réseaux de télécommunication, et le développement d'applications mobiles pour faciliter l'accès aux services administratifs.",2023.0,Technologie,Mali,0.91,62562.5,48798.75,22.0,0.0,23.0,4.0,3139.5,Trimestriel,3.0,30.5,8.0,15/03/2023,14/09/2025,12/12/2025,89.0,15,20,0,5,10,10.0,10.0
IT-133,Déploiement du Système d'Information Urbain Intégré d'Alger,"Ce projet vise à déployer une infrastructure technologique avancée pour la gestion urbaine intelligente dans la capitale algérienne. Le système intègre des solutions SIG pour la planification urbaine, la gestion des permis de construire et le suivi des projets d'aménagement. La plateforme permettra aux autorités locales de visualiser, analyser et gérer efficacement le développement urbain tout en offrant aux citoyens un accès transparent aux informations d'urbanisme via un portail web dédié. Le projet inclut également la formation des fonctionnaires municipaux et la mise en place d'un centre de données urbaines.",2023.0,Urbanisme,Algérie,0.91,71093.75,55453.12,22.0,1.0,35.0,4.0,3185.0,Trimestriel,3.0,15.2,12.0,15/03/2023,14/06/2024,30/09/2024,108.0,15,10,2,5,12,8.0,8.67
IT-134,Réseau National d'Infrastructure Numérique des Comores,"Déploiement d'une infrastructure technologique nationale aux Comores visant à moderniser les réseaux de télécommunication et les services numériques gouvernementaux. Le projet comprend l'installation de centres de données, le déploiement de la fibre optique dans les zones urbaines principales, la mise en place de solutions cloud pour les services publics, et l'implémentation de systèmes de cybersécurité. Cette initiative vise à réduire la fracture numérique et à stimuler le développement économique par l'amélioration de la connectivité nationale.",2024.0,Technologie,Comores,0.91,71093.75,55453.12,22.0,0.0,28.0,4.0,3185.0,Trimestriel,3.0,30.4,8.0,15/03/2024,14/09/2026,30/11/2026,77.0,15,10,0,5,12,8.0,8.33
IT-135,Nigerian Educational Infrastructure Maintenance System (NEIMS),"Ce projet vise à mettre en place un système centralisé de gestion et de maintenance des infrastructures éducatives au Nigeria. NEIMS permettra de surveiller l'état des bâtiments scolaires, des équipements informatiques et des installations sanitaires dans les établissements d'enseignement primaire et secondaire à travers le pays. Le système inclura une plateforme web et mobile pour signaler les problèmes, planifier les interventions de maintenance préventive et corrective, et suivre les indicateurs de performance des infrastructures éducatives. Ce projet répond aux défis croissants de détérioration des infrastructures scolaires et vise à améliorer les conditions d'apprentissage des élèves nigérians.",2023.0,Éducation,Nigeria,0.91,170625.0,133087.5,22.0,1.0,29.0,4.0,8531.25,Trimestriel,3.0,18.3,8.0,15/03/2023,14/09/2024,30/11/2024,77.0,15,10,5,0,12,5.0,7.83
IT-136,Réseau National d'Infrastructure Numérique de Côte d'Ivoire,"Ce projet vise à déployer une infrastructure réseau nationale robuste en Côte d'Ivoire pour améliorer la connectivité numérique à travers le pays. L'initiative comprend l'installation de centres de données régionaux, le déploiement de fibre optique dans les zones rurales et urbaines, ainsi que la mise en place d'une plateforme cloud gouvernementale sécurisée. Le projet intègre également des solutions de cybersécurité avancées et des systèmes de surveillance réseau en temps réel pour garantir la résilience de l'infrastructure nationale.",2023.0,Infrastructure,Cote d'Ivoire,0.91,71093.75,55453.12,22.0,3.0,24.0,4.0,3185.0,Trimestriel,4.0,30.5,8.0,15/03/2023,14/09/2025,20/12/2025,97.0,15,10,5,2,12,8.0,8.67
IT-137,Analyse Urbaine Stratégique de Djibouti-Ville,"Ce projet vise à réaliser une analyse approfondie du développement urbain de Djibouti-Ville pour soutenir la planification urbaine durable. L'étude comprend la cartographie détaillée des zones urbaines, l'analyse des tendances de croissance démographique, l'évaluation des infrastructures existantes et l'identification des zones prioritaires pour le développement futur. Le projet intègre des technologies SIG avancées pour créer un système d'information géographique complet qui servira d'outil d'aide à la décision pour les autorités locales dans leurs efforts de modernisation urbaine et d'adaptation aux changements climatiques.",2023.0,Urbanisme,Djibouti,0.91,38675.0,30166.5,22.0,3.0,33.0,4.0,682.5,Trimestriel,4.0,18.3,8.0,15/03/2023,14/09/2024,30/12/2024,107.0,15,20,5,2,12,10.0,10.67
IT-138,OptiFinAngo,"Projet de modernisation et d'optimisation du système financier national en Angola, visant à améliorer l'efficacité des transactions interbancaires et à renforcer la conformité réglementaire. Le projet inclut le développement d'une plateforme centralisée pour la gestion des risques financiers, l'automatisation des processus de reporting réglementaire, et l'implémentation d'outils d'analyse prédictive pour optimiser la liquidité bancaire dans un contexte de volatilité économique. Cette initiative s'inscrit dans le cadre de la stratégie nationale de diversification économique et de digitalisation du secteur financier angolais.",2023.0,Finance,Angola,0.91,71435.0,55719.3,22.0,9.0,30.0,4.0,3503.5,Trimestriel,4.0,18.3,8.0,15/03/2023,14/09/2024,30/11/2024,77.0,15,18,10,5,12,10.0,11.67
